Sentiment,News Headline,clean_text,sentiment_encoded
neutral,"At some point in 2010 , all separate company names , such as Palmberg , Tekmanni , Lemcon , Forssan Betoni , Suonenjoen Betonituote , among others , will disappear .",point separate company name palmberg tekmanni lemcon forssan betoni suonenjoen betonituote among others disappear,1
negative,"Cencorp 's net sales in the first quarter is estimated to be EUR0.9-1 .2 m , as compared to EUR4 .5 m in the first quarter 2008 .",cencorp net sale first quarter estimated eur compared eur first quarter,0
negative,Diluted earnings per share ( EPS ) stood at EUR 0.25 versus EUR 0.42 .,diluted earnings per share eps stood eur versus eur,0
negative,Earnings per share ( EPS ) amounted to a loss of EUR0 .05 .,earnings per share eps amounted loss eur,0
negative,Earnings per share ( EPS ) amounted to a loss of EUR0 .38 .,earnings per share eps amounted loss eur,0
negative,Earnings per share ( EPS ) amounted to a loss of to EUR0 .06 .,earnings per share eps amounted loss eur,0
negative,Earnings per share were at loss of EUR0 .24 .,earnings per share loss eur,0
negative,Expense ratio was 102.6 % compared to 92.9 % in the corresponding period in 2005 .,expense ratio compared corresponding period,0
negative,Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) issued on Thursday ( 18 September ) a profit warning for the third quarter of 2008 .,finnish automation solution developer cencorp corporation omx helsinki cncv issued thursday september profit warning third quarter,0
neutral,Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) reported on Thursday ( 6 November ) an operating loss of EUR1 .3 m on net sales of EUR11 .9 m for the period January to September 2008 .,finnish automation solution developer cencorp corporation omx helsinki cncv reported thursday november operating loss eur net sale eur period january september,1
negative,Finnish communication electronics components supplier Scanfil Oyj Tuesday said sales in the first half of 2006 will be 15 % lower than during the same period a year ago .,finnish communication electronics component supplier scanfil oyj tuesday said sale first half lower period year ago,0
negative,Finnish forest industry group Stora Enso Oyj issued on Thursday ( 20 March ) a profit warning for the first quarter 2008 .,finnish forest industry group stora enso oyj issued thursday march profit warning first quarter,0
neutral,Finnish home decoration and arts and crafts retailer Tiimari Plc ( OMX Helsinki : TII1V ) reported on Monday ( 18 August ) an operating loss of EUR3 .3 m on net sales of EUR33 .9 m for the period January-June 2008 .,finnish home decoration art craft retailer tiimari plc omx helsinki tiiv reported monday august operating loss eur net sale eur period januaryjune,1
negative,Finnish technology company Raute Corporation ( OMX Helsinki : RUTAV ) issued on Tuesday ( 23 September ) a profit warning for the financial year 2008 .,finnish technology company raute corporation omx helsinki rutav issued tuesday september profit warning financial year,0
neutral,He said : `` It is for sale again and we will be actively marketing it .,said sale actively marketing,1
negative,"In Q1 of 2009 , the company 's operating loss totalled EUR 0.3 mn , compared to a profit of EUR 3.6 mn in Q1 of 2008 .",q company operating loss totalled eur mn compared profit eur mn q,0
negative,"In the reporting period , EPS stood at EUR0 .07 versus EUR0 .11 .",reporting period eps stood eur versus eur,0
negative,"Last year , 8.3 million passengers flew the airline , down 4 percent from 2007 .",last year million passenger flew airline percent,0
negative,"Loss after financial items totalled EUR 9.7 mn , compared to a profit of EUR 1.3 mn in the corresponding period in 2008 .",loss financial item totalled eur mn compared profit eur mn corresponding period,0
negative,Loss for the period totalled EUR 15.6 mn compared to a profit of EUR 6.3 mn in 2008 .,loss period totalled eur mn compared profit eur mn,0
negative,"Myllykoski , with one paper plant in Finland , one in the US and three in Germany , had revenues of EUR286m in the first half of 2010 and an operating loss of EUR12m , Reuters said .",myllykoski one paper plant finland one u three germany revenue eurm first half operating loss eurm reuters said,0
neutral,Net loss in the same period in 2009 was euro18 .6 million .,net loss period euro million,1
negative,Nokia Siemens Networks has struggled to make a profit in the past two years .,nokia siemens network struggled make profit past two year,0
negative,Operating loss amounted to EUR 0.9 mn in the first half of 2006 compared to a profit of EUR 0.5 mn in the first half of 2005 .,operating loss amounted eur mn first half compared profit eur mn first half,0
negative,"Operating loss of the Pulp & Paper Machinery unit was over EUR 3mn in September 2007 - August 2008 , compared to a profit of EUR 3.7 mn a year earlier .",operating loss pulp paper machinery unit eur mn september august compared profit eur mn year earlier,0
negative,Operating loss totaled EUR 0.3 mn compared to a profit of EUR 2.2 mn in the corresponding period in 2007 .,operating loss totaled eur mn compared profit eur mn corresponding period,0
negative,"Operating loss totaled EUR 0.8 mn , compared to a profit of EUR 0.5 mn .",operating loss totaled eur mn compared profit eur mn,0
negative,"Operating loss totalled EUR 12.7 mn , compared to a profit of EUR 17.7 mn in the first half of 2008 .",operating loss totalled eur mn compared profit eur mn first half,0
negative,"Operating loss totalled EUR 3.2 mn , compared to a profit of EUR 7.2 mn in the third quarter of 2008 .",operating loss totalled eur mn compared profit eur mn third quarter,0
negative,"Operating loss totalled EUR 4.0 mn , compared to a profit of EUR 8.6 mn in the second quarter of 2008 .",operating loss totalled eur mn compared profit eur mn second quarter,0
negative,"Operating loss totalled EUR 5.2 mn , compared to a loss of EUR 3.4 mn in the corresponding period in 2008-2009 .",operating loss totalled eur mn compared loss eur mn corresponding period,0
negative,"Operating profit before non-recurring items was EUR 8.3 mn in the first nine months of 2008 , compared to EUR 8.4 in the corresponding period in 2007 .",operating profit nonrecurring item eur mn first nine month compared eur corresponding period,0
negative,Pretax loss totaled EUR 117mn compared to a loss of EUR 65mn in the corresponding period .,pretax loss totaled eur mn compared loss eur mn corresponding period,0
negative,Pretax loss totalled EUR 162.3 mn compared to a profit of EUR 253.5 mn in 2007 .,pretax loss totalled eur mn compared profit eur mn,0
negative,"Pretax loss totalled EUR 49.9 mn , compared to a loss of EUR 15.4 mn in the corresponding period in 2008 .",pretax loss totalled eur mn compared loss eur mn corresponding period,0
negative,Pretax profit totaled EUR 4.9 mn compared to EUR 5.2 mn in the first quarter of 2005 .,pretax profit totaled eur mn compared eur mn first quarter,0
negative,"Publishing Sweden 's operating loss was EUR 1.1 mn in Q1 of 2009 , compared to a profit of EUR 0.6 mn a year ago .",publishing sweden operating loss eur mn q compared profit eur mn year ago,0
positive,Raisio 's malting capacity was in full use in 2008 .,raisio malting capacity full use,2
negative,"Raw materials prices have surged in the past year , fueled in part because of the rapid industrialization of China , India and other developing nations .",raw material price surged past year fueled part rapid industrialization china india developing nation,0
negative,Rivals say Qualcomm has fewer patents on 3G phones than on earlier versions and should lower its rates .,rival say qualcomm fewer patent g phone earlier version lower rate,0
negative,The company reported today an operating loss of EUR0 .1 m on net sales of EUR4 .5 m for the first quarter 2008 .,company reported today operating loss eur net sale eur first quarter,0
negative,"The company 's annual loss amounted to EEK 18mn , compared to a profit of EEK 7.3 mn in 2008 .",company annual loss amounted eek mn compared profit eek mn,0
negative,"The fair value change of investment properties was EUR 15.8 mn , compared to EUR 22.9 mn in the third quarter of 2009 .",fair value change investment property eur mn compared eur mn third quarter,0
neutral,The impact of Cableway to Teleste 's net sales in 2009 is estimated to be EUR 4 million .,impact cableway teleste net sale estimated eur million,1
negative,The stock was hit by the profit warning of Finnish rival Rautaruukki Oyj ( OMX : RTRKS ) .,stock hit profit warning finnish rival rautaruukki oyj omx rtrks,0
negative,Finnish Bank of +_land +_landsbanken has issued a profit warning .,finnish bank land landsbanken issued profit warning,0
negative,Finnish forest machinery manufacturer Ponsse has issued a profit warning .,finnish forest machinery manufacturer ponsse issued profit warning,0
negative,"Cerberus Capital Management LP-backed printing paper maker NewPage Corp. has posted mixed second-quarter results , casting a cloud over its planned initial public offering .",cerberus capital management lpbacked printing paper maker newpage corp posted mixed secondquarter result casting cloud planned initial public offering,0
negative,"Finnish electronics manufacturing services EMS company Elcoteq SE posted a net loss of 66.4 mln euro $ 91.2 mln for the first half of 2007 , compared to a net profit of 7.1 mln euro $ 9.8 mln for the same period of 2006 .",finnish electronics manufacturing service em company elcoteq se posted net loss mln euro mln first half compared net profit mln euro mln period,0
negative,Finnish laboratory liquid handling and diagnostic test systems developer Biohit Oyj OMX Helsinki : BIOBV issued on Tuesday 3 June a profit warning for the financial year 2008 .,finnish laboratory liquid handling diagnostic test system developer biohit oyj omx helsinki biobv issued tuesday june profit warning financial year,0
negative,Finnish retail software developer Aldata Solution Oyj reported a net loss of 11.7 mln euro $ 17.2 mln for 2007 versus a net profit of 2.5 mln euro $ 3.7 mln for 2006 .,finnish retail software developer aldata solution oyj reported net loss mln euro mln versus net profit mln euro mln,0
negative,"Finnish textiles and clothing group Marimekko Oyj posted a net profit of 7.99 mln euro $ 10.4 mln for 2006 , compared to 8.4 mln euro $ 10.9 mln for 2005 .",finnish textile clothing group marimekko oyj posted net profit mln euro mln compared mln euro mln,0
negative,"In 2009 , Stora Enso 's net loss was EUR 879.7 million compared to EUR 673.4 million in the previous year .",stora enso net loss eur million compared eur million previous year,0
negative,"In January-June 2010 , diluted loss per share stood at EUR0 .3 versus EUR0 .1 in the first half of 2009 .",januaryjune diluted loss per share stood eur versus eur first half,0
negative,"In October , UPM reported a third-quarter net loss of euro86 million $ 110 million compared with a net profit of euro120 million in 2007 .",october upm reported thirdquarter net loss euro million million compared net profit euro million,0
negative,Operating loss amounted to EUR 0.7 mn compared to a profit of EUR 0.8 mn in the second quarter of 2005 .,operating loss amounted eur mn compared profit eur mn second quarter,0
negative,"Operating loss before non-recurring items was EUR 0.9 mn , compared to a profit of EUR 11.5 mn in 2008 .",operating loss nonrecurring item eur mn compared profit eur mn,0
negative,"Operating profit margin was 8.3 % , compared to 11.8 % a year earlier .",operating profit margin compared year earlier,0
negative,Operating profit was EUR 1.6 mn in 2005 compared to EUR 5.9 mn in 2004 .,operating profit eur mn compared eur mn,0
negative,"Operating result showed a loss of EUR 2.9 mn , while a year before , it showed a profit of EUR 0.6 mn .",operating result showed loss eur mn year showed profit eur mn,0
negative,Performance in 2006 was impacted by the consolidation trend in the telecom sector and the overall and structural changes in the contract manufacturing market in telecommunications technology and industrial electronics .,performance impacted consolidation trend telecom sector overall structural change contract manufacturing market telecommunication technology industrial electronics,0
negative,"Salcomp Oyj , the Finnish maker of mobile phone chargers , Monday posted a EUR1 .49 million loss in the second quarter compared with a 1.70 million profit in the same period the previous year .",salcomp oyj finnish maker mobile phone charger monday posted eur million loss second quarter compared million profit period previous year,0
negative,Scanfil has also issued a profit warning .,scanfil also issued profit warning,0
negative,Scanfil issued a profit warning on 10 April 2006 .,scanfil issued profit warning april,0
negative,"The operating loss amounted to EUR 0.8 mn , compared to a profit of EUR 3.9 mn a year earlier .",operating loss amounted eur mn compared profit eur mn year earlier,0
negative,"The period-end cash and cash equivalents totaled EUR6 .5 m , compared to EUR10 .5 m in the previous year .",periodend cash cash equivalent totaled eur compared eur previous year,0
negative,"The poorest index figure was given to Finnish power company Fortum , 4.5 .",poorest index figure given finnish power company fortum,0
negative,The real estate company posted a net loss of +�  x201a -� 59.3 million +�  x201a -� 0.21 per share compared with a net profit of +�  x201a -� 31 million +�  x201a -� 0.11 per share for the corresponding quarter of 2007 .,real estate company posted net loss � xa � million � xa � per share compared net profit � xa � million � xa � per share corresponding quarter,0
negative,"The tightened competition situation in the production automation market has affected net sales during 2006 , Cencorp said .",tightened competition situation production automation market affected net sale cencorp said,0
negative,"TietoEnator was down 1.13 pct to 18.38 , extending recent lows after last week 's second-quarter report , dealers said .",tietoenator pct extending recent low last week secondquarter report dealer said,0
positive,Operating profit excluding restructuring costs grew to EUR 44.5 million from EUR 31.7 million while operating profit including restructuring costs showed even larger growth to EUR 38.5 million from EUR 7.4 million .,operating profit excluding restructuring cost grew eur million eur million operating profit including restructuring cost showed even larger growth eur million eur million,2
positive,"Having a China based operation will not only enable us to fully leverage our resources and expertise in wireless solutions , but also strengthen our capability to offer industry-leading products for our customers in China . ''",china based operation enable u fully leverage resource expertise wireless solution also strengthen capability offer industryleading product customer china,2
positive,"Cost cutting measures , which have produced around EUR70m of savings over the past nine months , have dampened the airline 's loss , Finnair said .",cost cutting measure produced around eurm saving past nine month dampened airline loss finnair said,2
positive,The groups 's turnover for the full fiscal year is expected to show a slight increase from the previous fiscal year .,group turnover full fiscal year expected show slight increase previous fiscal year,2
positive,The talks are aimed at restructuring operations and cutting costs .,talk aimed restructuring operation cutting cost,2
neutral,"`` This transaction supports Huhtamaki 's strategic review of rigid plastic consumer goods operations '' , says Huhtam+�ki Oyj 's CEO Jukka Moisio .",transaction support huhtamaki strategic review rigid plastic consumer good operation say huhtam�ki oyj ceo jukka moisio,1
positive,"Consolidated operating profit excluding one-off items was EUR 30.6 mn , up from EUR 29.6 mn a year earlier .",consolidated operating profit excluding oneoff item eur mn eur mn year earlier,2
positive,EBIT excluding non-recurring items was estimated to increase from 2009 .,ebit excluding nonrecurring item estimated increase,2
neutral,"In February 2011 , new wording of Identity Documents Act that makes Mobile ID a state-approved electronic document as of February 1st 2011 entered into force .",february new wording identity document act make mobile id stateapproved electronic document february st entered force,1
positive,Lean System supports change management and component purchasing extremely well .,lean system support change management component purchasing extremely well,2
positive,Operating profit excluding non-recurring items increased by 27 % to EUR 81.9 mn from EUR 64.4 mn in the corresponding period in 2008 .,operating profit excluding nonrecurring item increased eur mn eur mn corresponding period,2
neutral,The planned ethanol and energy production plant can operate in correlation with a waste treatment unit or a paper mill .,planned ethanol energy production plant operate correlation waste treatment unit paper mill,1
positive,This transaction will also rationalize our pulp and paper industry related solutions .,transaction also rationalize pulp paper industry related solution,2
positive,Cash flow from business operations totalled EUR 0.4 mn compared to a negative EUR 15.5 mn in the first half of 2008 .,cash flow business operation totalled eur mn compared negative eur mn first half,2
positive,"Cash flow from operations totalled EUR 2.71 mn , compared to a negative EUR 0.83 mn in the corresponding period in 2008 .",cash flow operation totalled eur mn compared negative eur mn corresponding period,2
positive,"Cash flow from operations totalled EUR 7.4 mn , compared to a negative EUR 68.6 mn in the second quarter of 2008 .",cash flow operation totalled eur mn compared negative eur mn second quarter,2
positive,"EBIT excluding non-recurring items , totalled EUR 67.8 mn , up from EUR 38.1 mn .",ebit excluding nonrecurring item totalled eur mn eur mn,2
positive,"Finnish energy company Fortum Oyj said on November 13 , 2007 it was granted an environmental permit to build a biofuel-fired combined heat and power CHP plant in Vartan harbor in eastern Stockholm .",finnish energy company fortum oyj said november granted environmental permit build biofuelfired combined heat power chp plant vartan harbor eastern stockholm,2
positive,"Following the transaction , Lundbeck has worldwide rights for nalmefene , excluding North America , Mexico , Turkey and South-Korea .",following transaction lundbeck worldwide right nalmefene excluding north america mexico turkey southkorea,2
positive,Nokia was up 0.12 pct to 16.70 eur after kicking off the morning in negative territory .,nokia pct eur kicking morning negative territory,2
positive,"Return on investment was 5.0 % , compared to a negative 4.1 % in 2009 .",return investment compared negative,2
positive,The District Court of Helsinki dismissed all charges as the court of first instance in 2005 .,district court helsinki dismissed charge court first instance,2
positive,"Thus the method will cut working costs , and will fasten the planning and building processes .",thus method cut working cost fasten planning building process,2
positive,"By cutting the number of plants , the group will trim fixed costs .",cutting number plant group trim fixed cost,2
neutral,Results are expected late in 2006 .,result expected late,1
neutral,"The copying , republication or redistribution of AFX News Content , including by framing or similar means , is expressly prohibited without the prior written consent of AFX News .",copying republication redistribution afx news content including framing similar mean expressly prohibited without prior written consent afx news,1
neutral,"The company reported a profit of 800,000 euro ($ 1.2 mln)on the sale of its Varesvuo Partners sub-group and a loss of 400,000 euro $ 623,000 caused by the sale of its program production subsidiary Oy Filmiteollisuus Fine Ab .",company reported profit euro mlnon sale varesvuo partner subgroup loss euro caused sale program production subsidiary oy filmiteollisuus fine ab,1
negative,"So far Norwegian Norske Skog has reduced the staff levels by 1,000 people and plans to reduce production by 200,000 tons in 2008 , while Finnish-Swedish Stora Enso is to cut staff by 1,700 people and production by 500,000 tons .",far norwegian norske skog reduced staff level people plan reduce production ton finnishswedish stora enso cut staff people production ton,0
neutral,The extracted filtrates are very high in clarity while the dried filter cakes meet required transport moisture limits (TMLs)for their ore grades .,extracted filtrate high clarity dried filter cake meet required transport moisture limit tmlsfor ore grade,1
negative,25 March 2011 - Finnish electronics contract manufacturer Scanfil Oyj HEL : SCF1V said today its plan to merge wholly owned Scanfil EMS Group with Ojala-Yhtyma Oy has hit a snag as shareholders of the domestic rival rejected the deal .,march finnish electronics contract manufacturer scanfil oyj hel scfv said today plan merge wholly owned scanfil em group ojalayhtyma oy hit snag shareholder domestic rival rejected deal,0
neutral,"As part of its new strategy , Finnish Biohit is planning to incorporate its diagnostics business into a separate limited company .",part new strategy finnish biohit planning incorporate diagnostics business separate limited company,1
neutral,Finnish Benefon denies claims made in the press that the company is giving up its mobile handset business .,finnish benefon denies claim made press company giving mobile handset business,1
neutral,"After the split , the number of K shares will be 9 540 000 and the number of A shares 26 885 540 .",split number k share number share,1
neutral,All reproduction for further distribution is prohibited .,reproduction distribution prohibited,1
neutral,As a consequence the Works Council had withdrawn its petition to suspend the reorganisation .,consequence work council withdrawn petition suspend reorganisation,1
neutral,During the negotiations a reduction of 21 persons has taken place through natural redundancy or termination of fixed-term contracts .,negotiation reduction person taken place natural redundancy termination fixedterm contract,1
negative,Elisa CEO Sami Seppanen said EMT 's slogan `` Best coverage across Estonia '' clearly gives misleading information to consumers .,elisa ceo sami seppanen said emt slogan best coverage across estonia clearly give misleading information consumer,0
neutral,"Established in 1987 , the SRV Group is a private Finnish construction concern with operations in Finland , the Baltic countries and Russia .",established srv group private finnish construction concern operation finland baltic country russia,1
negative,"In this case , the effect would be negative in Finland .",case effect would negative finland,0
neutral,"Initial estimated total value of the contract was 250 000 Euros , excluding VAT .",initial estimated total value contract euro excluding vat,1
neutral,"It would be premature to talk about dates , volume and the investment procedure , '' he said .",would premature talk date volume investment procedure said,1
neutral,"Mr Clausen , however , refused to comment the option that Nordea would consider buying into Citadele Bank .",mr clausen however refused comment option nordea would consider buying citadele bank,1
neutral,Nokia and Capcom announced that Resident Evil Degeneration will be released on N-Gage later this year .,nokia capcom announced resident evil degeneration released ngage later year,1
negative,Nokia will certainly disagree with Qualcomm 's views on the patent situation .,nokia certainly disagree qualcomm view patent situation,0
neutral,Olli-Pekka Kallasvuo was elected as vice chairman of the Board .,ollipekka kallasvuo elected vice chairman board,1
neutral,Olli-Pekka Laine has been appointed as the Chairman and Erkki Pehu-Lehtonen as the Vice Chairman of the Board .,ollipekka laine appointed chairman erkki pehulehtonen vice chairman board,1
negative,"Outokumpu 's steel mill in Tornio , in Finland , is the suspected source .",outokumpu steel mill tornio finland suspected source,0
negative,Possible personnel reductions concern approximately 104 people .,possible personnel reduction concern approximately people,0
neutral,Risk exposure by Non-life Insurance  Moving 12-month  Expenses by function in Non-life Insurance excluding expenses for investment management and expenses for other services rendered Non-life Insurance investment portfolio by allocation,risk exposure nonlife insurance moving month expense function nonlife insurance excluding expense investment management expense service rendered nonlife insurance investment portfolio allocation,1
neutral,"Secure your files online Like filling out a tax return , making a backup is boring .",secure file online like filling tax return making backup boring,1
negative,"That 's what I go to bed worrying about every night , ' he said .",go bed worrying every night said,0
neutral,"The challenge for the company , however , is finding new sources of raw material , said Risto Rinne , CEO of Neste Oil .",challenge company however finding new source raw material said risto rinne ceo neste oil,1
negative,The company initially estimated that it would cut up to 30 jobs .,company initially estimated would cut job,0
neutral,"The company will try to adapt the operations through temporary lay-offs of different duration , working hour arrangements , training and development efforts .",company try adapt operation temporary layoff different duration working hour arrangement training development effort,1
neutral,"The effect may remain short-lived , however .",effect may remain shortlived however,1
neutral,The iPad application joins the iPhone app as part of Monster 's range of mobile applications for job hunting .,ipad application join iphone app part monster range mobile application job hunting,1
neutral,The issue came up in connection with discussion with local municipalities concerning the sale of water to industrial facilities .,issue came connection discussion local municipality concerning sale water industrial facility,1
negative,The number of bodily injury cases quadrupled in 2000-2006 .,number bodily injury case quadrupled,0
neutral,"The purchase price will be paid in cash upon the closure of the transaction , scheduled for April 1 , 2009 .",purchase price paid cash upon closure transaction scheduled april,1
neutral,"The size of the extension , 18.5 % of which already has been let , will have a gross area of about 2,830 sq m 30,460 sq ft .",size extension already let gross area sq sq ft,1
neutral,The Symbian Foundation plans to revise its procedures for testing and signing software after digitally signing a trojan for its Symbian mobile phone operating system by mistake .,symbian foundation plan revise procedure testing signing software digitally signing trojan symbian mobile phone operating system mistake,1
neutral,The terms and conditions of the Stock Option Scheme 2008 are available on the Company 's internet pages www.sanoma.com .,term condition stock option scheme available company internet page wwwsanomacom,1
neutral,"The third applicant , Fortum , was dropped .",third applicant fortum dropped,1
neutral,"Tieto 's service is also used to send , process and receive materials related to absentee voting .",tieto service also used send process receive material related absentee voting,1
neutral,"Trading code : ELI1V Number of shares : 99,483 Price-share : Gratuitous After the transfer , Elisa holds a total of 10,435,023 own shares .",trading code eliv number share priceshare gratuitous transfer elisa hold total share,1
neutral,"`` My wife is looking forward to getting a paycheck again , '' he quipped recently as a six-knot current swirled around his anchored and heavily sponsored jet sled .",wife looking forward getting paycheck quipped recently sixknot current swirled around anchored heavily sponsored jet sled,1
neutral,"`` That 's a very high figure on the European scale , '' Noop said , recalling however that this also includes beer bought by Finnish tourists .",high figure european scale noop said recalling however also includes beer bought finnish tourist,1
neutral,"`` Tweeple should check who 's following them , and be cautious when clicking on URLs and tinyurls . ''",tweeple check following cautious clicking url tinyurls,1
neutral,`` We have the most expensive water brand in Finland at the moment . '',expensive water brand finland moment,1
neutral,15 September 2010 - Finnish electrical components maker Salcomp Oyj ( HEL : SAL1V ) announced today the launch of its latest Twist charger platform .,september finnish electrical component maker salcomp oyj hel salv announced today launch latest twist charger platform,1
neutral,"A total of 1,800,000 stock options were issued in the 2003 stock option scheme .",total stock option issued stock option scheme,1
neutral,"A worm set to activate Friday will corrupt documents using the most common file types , including '' .",worm set activate friday corrupt document using common file type including,1
negative,"According to Swedish authorities , traces of the very toxic osmium tetroxide have been found on the coast of Per+�meri , the Northernmost part of the Gulf of Bothnia .",according swedish authority trace toxic osmium tetroxide found coast per�meri northernmost part gulf bothnia,0
negative,Finnish airline Finnair is starting the temporary layoffs of cabin crews in February 2010 .,finnish airline finnair starting temporary layoff cabin crew february,0
neutral,Finnish energy company Fortum has set itself new stricter target limits for short-term carbon dioxide emissions from its heat and electricity production .,finnish energy company fortum set new stricter target limit shortterm carbon dioxide emission heat electricity production,1
negative,"Finnish Food Workers ' Union SEL plans to hasten its collective bargaining with a two-day strike that would begin on 7 April 2010 , in Finland .",finnish food worker union sel plan hasten collective bargaining twoday strike would begin april finland,0
neutral,Finnish Honkarakenne that specialises in the building of log houses is planning to use pine from Russian Karelia .,finnish honkarakenne specialises building log house planning use pine russian karelia,1
neutral,"Finnish Konecranes is again trying to acquire Italian Fantuzzi , a manufacturer of gantry cranes and reach stackers .",finnish konecranes trying acquire italian fantuzzi manufacturer gantry crane reach stacker,1
negative,Finnish M-real 's Kyro mill is starting negotiations to cut staff .,finnish mreal kyro mill starting negotiation cut staff,0
neutral,Finnish Nordic Aluminium is starting employer-employee negotiations in Finland that concern all staff groups .,finnish nordic aluminium starting employeremployee negotiation finland concern staff group,1
neutral,Finnish publishing and printing group Ilkka-Yhtym+� will introduced a staff smoking ban as of the beginning of 2007 at the company 's three newspapers .,finnish publishing printing group ilkkayhtym� introduced staff smoking ban beginning company three newspaper,1
neutral,Finnish Stockmann Group 's mail order unit Hobby Hall has launched a trial marketing campaign in Russia .,finnish stockmann group mail order unit hobby hall launched trial marketing campaign russia,1
negative,"Finnish Suominen Flexible Packaging is cutting 48 jobs in its unit in Tampere and two in Nastola , in Finland .",finnish suominen flexible packaging cutting job unit tampere two nastola finland,0
negative,"In Finland , media group Talentum will start personnel negotiations to cut staff in parent company Talentum and publishing unit Talentum media .",finland medium group talentum start personnel negotiation cut staff parent company talentum publishing unit talentum medium,0
negative,"According to Laavainen , Raisio 's food marketing used to be reactive and inconsistent .",according laavainen raisio food marketing used reactive inconsistent,0
neutral,"According to the prosecutor , the share transactions were carried out after HK Ruokatalo had proceeded in the negotiations concerning the acquisition of Swedish Meats .",according prosecutor share transaction carried hk ruokatalo proceeded negotiation concerning acquisition swedish meat,1
neutral,"According to Tiimari , consumers are advised to cut away the rabbits bow tie that contains the formadehyde and dispose of it .",according tiimari consumer advised cut away rabbit bow tie contains formadehyde dispose,1
neutral,All other charges were dismissed .,charge dismissed,1
neutral,"Alpina Sports is a Lebanon , New Hampshire USA based distributor of e.g. Alpina ski shoes and skis , Exel ski poles , Start ski waxes and now also Peltonen cross-country skis .",alpina sport lebanon new hampshire usa based distributor eg alpina ski shoe ski exel ski pole start ski wax also peltonen crosscountry ski,1
neutral,Among the biggest Christmas sellers were a  35 satin bow shift dress styled on outfits worn by Victoria Beckham and a  75 Paris Hilton Prom dress .,among biggest christmas seller satin bow shift dress styled outfit worn victoria beckham paris hilton prom dress,1
neutral,"Among the Scandinavian companies present in St. Petersburg , is also named the Swedish concern NCC , which implements projects in the field of asphalt production , road and housing construction ( project Swedish Krona ) .",among scandinavian company present st petersburg also named swedish concern ncc implement project field asphalt production road housing construction project swedish krona,1
neutral,An international conference call and audio webcast concerning the financial result January-March 2010 will begin at 14.00 EET .,international conference call audio webcast concerning financial result januarymarch begin eet,1
neutral,Another problem is cola-flavoured long drinks .,another problem colaflavoured long drink,1
neutral,Antniemi refuted a report by the Finnish daily Turun Sanomat as if the company was reorganizing its operations in the Baltic countries .,antniemi refuted report finnish daily turun sanomat company reorganizing operation baltic country,1
negative,"Antti Orkola , president of Kemira GrowHow 's Industrial Solutions unit , told Thomson Financial News the company has put off opening the mine as prices of phosphate have been ` quite depressed for a long time ' . '",antti orkola president kemira growhow industrial solution unit told thomson financial news company put opening mine price phosphate quite depressed long time,0
negative,Applying for summer work is seen as laborious and stressful .,applying summer work seen laborious stressful,0
negative,ArcelorMittal Chief Executive Officer Lakshmi Mittal has already cut output at some furnaces .,arcelormittal chief executive officer lakshmi mittal already cut output furnace,0
neutral,"As a part of the plan , the Board of Directors decided to transfer a maximum of 330,000 shares held by the company in a share issue against payment directed to Aspo Management Oy , a holding company acquired by the management .",part plan board director decided transfer maximum share held company share issue payment directed aspo management oy holding company acquired management,1
negative,"As a result , 12 people will be made redundant and a total of 67 persons are laid off temporarily .",result people made redundant total person laid temporarily,0
neutral,"As a result , it has started negotiations with the banks on provisional amendments concerning the covenants and other credit terms .",result started negotiation bank provisional amendment concerning covenant credit term,1
negative,As a result of these negotiations the company has decided to make 45 people redundant on financial and production grounds .,result negotiation company decided make people redundant financial production ground,0
negative,"As production of other products will continue normally , temporary lay-offs concern simultaneously at most 80 employees .",production product continue normally temporary layoff concern simultaneously employee,0
neutral,Atria said its offer would give the Swedish company continued ownership and control of its slaughtering and cutting operations .,atrium said offer would give swedish company continued ownership control slaughtering cutting operation,1
neutral,"Aug. 17 , 2010 ( Curbed delivered by Newstex ) -- And now , the latest from Racked , covering shopping and retail from the sidewalks up .",aug curbed delivered newstex latest racked covering shopping retail sidewalk,1
neutral,Bertrand Sciard has been the vice chairman of the board of directors of Aldata Solution since April 2007 .,bertrand sciard vice chairman board director aldata solution since april,1
neutral,Bovine slaughtering and cutting at the Kuopio facility will be transferred to the Kauhajoki slaughterhouse .,bovine slaughtering cutting kuopio facility transferred kauhajoki slaughterhouse,1
negative,Chief executive officer Olli-Pekka Kallasvuo 's changes on Tuesday mark the third time in nine months the company has reshuffled executives and operations as Nokia loses ground to Apple 's iPhone and RIM 's BlackBerry .,chief executive officer ollipekka kallasvuo change tuesday mark third time nine month company reshuffled executive operation nokia loses ground apple iphone rim blackberry,0
negative,"Cuts equivalent to the costs of about 35-45 employees are the target , the company said .",cut equivalent cost employee target company said,0
negative,EB announced in its stock exchange release on November 18th 2008 that J.T. Bergqvist has resigned from the chairmanship and membership of the Board of EB .,eb announced stock exchange release november th jt bergqvist resigned chairmanship membership board eb,0
neutral,"Finland-based international machinery rental company Ramirent Plc ( OMX Helsinki : RMR1V ) said on Friday ( 9 May ) that its president and CEO , Kari Kallio , has informed the board of his intention to retire in year 2009 .",finlandbased international machinery rental company ramirent plc omx helsinki rmrv said friday may president ceo kari kallio informed board intention retire year,1
